Superheading Number,Superheading title ,heading_text,ID_novols
10,,ذكر من خطب النبي ص من النساء ثم لم ينكحهن,80.23.0.0.0
10,,ذكر سراري رسول الله ص,80.24.0.0.0
10,,ذكر موالي رسول الله ص,80.25.0.0.0
10,,ذكر من كان يكتب لرسول الله ص,80.26.0.0.0
10,,أسماء خيل رسول الله ص,80.27.0.0.0
10,,ذكر أسماء بغال رسول الله ص,80.28.0.0.0
10,,ذكر أسماء ابله ص,80.29.0.0.0
10,,ذكر أسماء لقاح رسول الله ص,80.30.0.0.0
10,,ذكر أسماء منائح رسول الله ص,80.31.0.0.0
10,,ذكر أسماء سيوف رسول الله ص,80.32.0.0.0
10,,ذكر أسماء قسيه ورماحه ص,80.33.0.0.0
10,,ذكر أسماء دروعه ص,80.34.0.0.0
10,,ذكر ترسه ص,80.35.0.0.0
10,,ذكر أسماء رسول الله ص,80.36.0.0.0
10,,ذكر صفه النبي ص,80.37.0.0.0
10,,ذكر خاتم النبوة التي كانت به ص,80.38.0.0.0
10,,ذكر شجاعته وجوده ص,80.39.0.0.0
10,,ذكر صفه شعره ص وهل كان يخضب أم لا,80.40.0.0.0
10,,ذكر الخبر عن بدء مرض رسول الله الذي توفي فيه وما كان منه قبيل ذلك لما نعيت اليه نفسه ص,80.41.0.0.0
10,,ثم دخلت سنة إحدى عشرة,81.0.0.0.0
10,,ذكر الأحداث التي كانت فيها,81.1.0.0.0
10,,ذكر الأخبار الواردة باليوم الذى توفى فيه رسول الله ومبلغ سنه يوم وفاته,81.2.0.0.0
11,ذكر الأحداث من وفاة رسول الله حتى سنة 25 من الهجرة,[حوادث السنة الحادية العشرة بعد وفاة رسول الله],82.0.0.0.0
11,,حديث السقيفة,82.1.0.0.0
11,,ذكر جهاز رسول الله ص ودفنه,82.2.0.0.0
11,,ذكر الخبر عن اليوم والشهر اللذين توفي فيهما رسول الله ص,82.3.0.0.0
11,,ذكر الخبر عما جرى بين المهاجرين والأنصار في أمر الإمارة في سقيفة بني ساعدة,82.4.0.0.0
11,,ذكر امر ابى بكر في أول خلافته,82.5.0.0.0
11,,بقية الخبر عن أمر الكذاب العنسي,82.6.0.0.0
11,,[حوادث متفرقة],82.7.0.0.0
11,,كتاب ابى بكر الى القبائل المرتدة ووصيته للامراء,82.8.0.0.0
11,,ذكر بقية الخبر عن غطفان حين انضمت ms1206 إلى طليحة وما آل إليه أمر طليحة,82.9.0.0.0
11,,ذكر ردة هوازن وسليم وعامر,82.10.0.0.0
11,,ذكر خبر بني تميم وأمر سجاح بنت الحارث بن سويد,82.11.0.0.0
11,,ذكر البطاح وخبره,82.12.0.0.0
11,,ذكر بقية خبر مسيلمة الكذاب وقومه من أهل اليمامة,82.13.0.0.0
11,,ذكر خبر أهل البحرين وردة الحطم ومن تجمع معه بالبحرين,82.14.0.0.0
11,,ذكر الخبر عن ردة أهل عمان ومهرة واليمن,82.15.0.0.0
11,,ذكر خبر مهرة بالنجد,82.16.0.0.0
11,,ذكر خبر المرتدين باليمن,82.17.0.0.0
11,,خبر الأخابث من عك,82.18.0.0.0
11,,ردة أهل اليمن ثانية,82.19.0.0.0
11,,ذكر خبر طاهر حين شخص مددا لفيروز,82.20.0.0.0
11,,ذكر خبر حضرموت في ردتهم,82.21.0.0.0
11,,ثم كانت سنة اثنتي عشرة من الهجرة,83.0.0.0.0
11,,مسير خالد الى العراق وصلح الحيرة,83.1.0.0.0
11,,ذكر وقعه المذار,83.2.0.0.0
11,,ذكر وقعه الولجة,83.3.0.0.0
11,,"خبر أليس، وهي على صلب الفرات",83.4.0.0.0
11,,حديث أمغيشيا,83.5.0.0.0
11,,حديث يوم المقر وفم فرات بادقلى,83.6.0.0.0
11,,خبر ما بعد الحيرة,83.7.0.0.0
11,,حديث الأنبار- وهي ذات العيون- وذكر كلواذى,83.8.0.0.0
11,,خبر عين التمر,83.9.0.0.0
11,,خبر دومة الجندل,83.10.0.0.0
11,,خبر حصيد,83.11.0.0.0
11,,الخنافس,83.12.0.0.0
11,,مصيخ بني البرشاء,83.13.0.0.0
11,,الا سقيانى قبل خيل أبي بكر.,83.14.0.0.0
11,,سبحانك اللهم رب محمد.,83.15.0.0.0
11,,الثني والزميل,83.16.0.0.0
11,,حديث الفراض,83.17.0.0.0
11,,حجة خالد,83.18.0.0.0
11,,ثم دخلت سنة ثلاث عشرة,84.0.0.0.0
11,,ذكر الخبر عما كان فيها من الأحداث,84.1.0.0.0
11,,خبر اليرموك,84.2.0.0.0
11,,[ذكر وقعة أجنادين],84.3.0.0.0
11,,ذكر مرض ابى بكر ووفاته,84.4.0.0.0
11,,ذكر الخبر عمن غسله والكفن الذي كفن فيه ابو بكر ومن صلى عليه والوقت الذي صلي عليه فيه والوقت الذى توفى فيه,84.5.0.0.0
11,,ذكر الخبر عن صفة جسم أبي بكر رحمه الله,84.6.0.0.0
11,,ذكر نسب أبي بكر واسمه وما كان يعرف به,84.7.0.0.0
11,,ذكر أسماء نساء أبي بكر الصديق رحمه الله,84.8.0.0.0
11,,ذكر أسماء قضاته وكتابه وعماله على الصدقات,84.9.0.0.0
11,,[ذكر استخلافه عمر بن الخطاب],84.10.0.0.0
11,,[حال أبي بكر قبل الخلافة وبعدها],84.11.0.0.0
11,,ذكر غزوه فحل وفتح دمشق,84.12.0.0.0
11,,ذكر بيسان,84.13.0.0.0
11,,طبرية,84.14.0.0.0
11,,ذكر خبر المثنى بن حارثة وأبي عبيد بن مسعود,84.15.0.0.0
11,,خبر النمارق,84.16.0.0.0
11,,السقاطية بكسكر,84.17.0.0.0
11,,وقعة القرقس,84.18.0.0.0
11,,خبر أليس الصغرى,84.19.0.0.0
11,,البويب,84.20.0.0.0
11,,خبر الخنافس,84.21.0.0.0
11,,ذكر الخبر عما هيج أمر القادسية,84.22.0.0.0
11,,ثم دخلت سنة أربع عشره,85.0.0.0.0
11,,ذكر ابتداء امر القادسية,85.1.0.0.0
11,,يوم أرماث,85.2.0.0.0
11,,يوم أغواث,85.3.0.0.0
11,,يوم عماس,85.4.0.0.0
11,,ليلة القادسية,85.5.0.0.0
11,,ذكر أحوال أهل السواد,85.6.0.0.0
11,,ذكر بناء البصرة,85.7.0.0.0
11,,ثم دخلت سنة خمس عشرة,86.0.0.0.0
11,,ذكر الوقعة بمرج الروم,86.1.0.0.0
11,,ذكر فتح حمص,86.2.0.0.0
11,,حديث قنسرين,86.3.0.0.0
11,,ذكر خبر ارتحال هرقل إلى القسطنطينية,86.4.0.0.0
11,,ذكر فتح قيسارية وحصر غزة,86.5.0.0.0
11,,ذكر فتح بيسان ووقعة أجنادين,86.6.0.0.0
11,,ذكر فتح بيت المقدس,86.7.0.0.0
11,,ذكر فرض العطاء وعمل الديوان,86.8.0.0.0
11,,خبر يوم برس,86.9.0.0.0
11,,يوم بابل,86.10.0.0.0
11,,حديث بهرسير في ذي الحجة سنة خمس عشره في قول سيف,86.11.0.0.0
11,,سنة ست عشرة,87.0.0.0.0
11,,ذكر بقية خبر دخول المسلمين مدينة بهرسير,87.1.0.0.0
11,,حديث المدائن القصوى التي كان فيها منزل كسرى,87.2.0.0.0
11,,ذكر ما جمع من فيء أهل المدائن,87.3.0.0.0
11,,ذكر صفة قسم الفيء الذي أصيب بالمدائن بين أهله وكانوا- فيما زعم سيف- ستين ألفا,87.4.0.0.0
11,,ذكر الخبر عن وقعة جلولاء الوقيعة,87.5.0.0.0
11,,ذكر فتح تكريت,87.6.0.0.0
11,,ذكر فتح ماسبذان,87.7.0.0.0
11,,ذكر وقعه قرقيسياء,87.8.0.0.0
11,,سنة سبع عشرة,88.0.0.0.0
11,,ذكر سبب تحول من تحول من المسلمين من المدائن إلى الكوفة وسبب اختطاطهم الكوفة في رواية سيف,88.1.0.0.0
11,,إعادة تعريف الناس,88.2.0.0.0
11,,فتوح المدائن قبل الكوفة ms1556,88.3.0.0.0
11,,ذكر خبر حمص حين قصد من فيها من المسلمين صاحب الروم,88.4.0.0.0
11,,ذكر فتح الجزيرة,88.5.0.0.0
11,,خروج عمر بن الخطاب الى الشام,88.6.0.0.0
11,,"ذكر الخبر عن سيف في ذلك، والخبر عما ذكره عن عمر في خرجته تلك أنه أحدث في مصالح المسلمين:",88.7.0.0.0
11,,ذكر خبر عزل خالد بن الوليد,88.8.0.0.0
11,,ذكر تجديد المسجد الحرام والتوسعه فيه,88.9.0.0.0
11,,ذكر خبر عزل المغيره عن البصره وولايه ابى موسى,88.10.0.0.0
11,,فتح سوق الاهواز ومناذر ونهر تيرى,88.11.0.0.0
11,,فتح تستر,88.12.0.0.0
11,,غزو المسلمين فارس من قبل البحرين,88.13.0.0.0
11,,ذكر فتح رامهرمز وتستر,88.14.0.0.0
11,,ذكر فتح السوس,88.15.0.0.0
11,,[ذكر مصالحه المسلمين اهل جندى سابور],88.16.0.0.0
11,,[أخبار متفرقة],88.17.0.0.0
11,,سنه ثمان عشرة,89.0.0.0.0
11,,ذكر الأحداث التي كانت في سنة ثمان عشرة,89.1.0.0.0
11,,ذكر القحط وعام الرمادة,89.2.0.0.0
11,,سنة تسع عشرة,90.0.0.0.0
11,,ذكر الأحداث التي كانت في سنة تسع عشرة,90.1.0.0.0
11,,عشرين,91.0.0.0.0
11,,ذكر الخبر عما كان فيها من مغازي المسلمين وغير ذلك من أمورهم,91.1.0.0.0
11,,ذكر الخبر ms1602 عن فتحها وفتح الإسكندرية,91.2.0.0.0
11,,[أخبار متفرقة],91.3.0.0.0
11,,إحدى وعشرين,92.0.0.0.0
11,,ذكر الخبر عن وقعة المسلمين والفرس بنهاوند,92.1.0.0.0
11,,ذكر الخبر عن إصبهان,92.2.0.0.0
11,,[أخبار متفرقة],92.3.0.0.0
11,,اثنتين وعشرين,93.0.0.0.0
11,,ذكر فتح همذان,93.1.0.0.0
11,,فتح الري,93.2.0.0.0
11,,فتح قومس,93.3.0.0.0
11,,فتح جرجان,93.4.0.0.0
11,,فتح طبرستان,93.5.0.0.0
11,,فتح أذربيجان,93.6.0.0.0
11,,فتح الباب,93.7.0.0.0
11,,ذكر تعديل الفتوح بين اهل الكوفه والبصره,93.8.0.0.0
11,,ذكر عزل عمار عن الكوفه,93.9.0.0.0
11,,ذكر مصير يزدجرد إلى خراسان وما كان السبب في ذلك,93.10.0.0.0
11,,ثلاث وعشرين,94.0.0.0.0
11,,ذكر الخبر عن فتح توج,94.1.0.0.0
11,,فتح إصطخر,94.2.0.0.0
11,,ذكر فتح فسا ودارابجرد,94.3.0.0.0
11,,ذكر فتح كرمان,94.4.0.0.0
11,,ذكر فتح سجستان,94.5.0.0.0
11,,فتح مكران,94.6.0.0.0
11,,خبر بيروذ من الأهواز,94.7.0.0.0
11,,ذكر خبر سلمة بن قيس الأشجعي والأكراد,94.8.0.0.0
11,,ذكر الخبر عن وفاه عمر,94.9.0.0.0
11,,ذكر نسب عمر رضي الله عنه,94.10.0.0.0
11,,تسميته بالفاروق,94.11.0.0.0
11,,ذكر صفته ms1681,94.12.0.0.0
11,,ذكر مولده ومبلغ عمره,94.13.0.0.0
11,,ذكر أسماء ولده ونسائه,94.14.0.0.0
11,,ذكر وقت إسلامه,94.15.0.0.0
11,,ذكر بعض سيره,94.16.0.0.0
11,,تسمية عمر رضي الله عنه أمير المؤمنين,94.17.0.0.0
11,,وضعه التأريخ,94.18.0.0.0
11,,حمله الدرة وتدوينه الدواوين,94.19.0.0.0
11,,ذكر بعض خطبه رضي الله تعالى عنه,94.20.0.0.0
11,,من ندب عمر ورثاه رضي الله عنه ذكر بعض ما رثي به,94.21.0.0.0
11,,شيء من سيره مما لم يمض ذكره,94.22.0.0.0
11,,قصة الشورى,94.23.0.0.0
11,,عمال عمر رضي الله عنه على الأمصار,94.24.0.0.0
11,,ثم دخلت,95.0.0.0.0
11,,ذكر ما كان فيها من الأحداث المشهورة,95.1.0.0.0
11,,خطبة عثمان رضي الله عنه وقتل عبيد الله بن عمر الهرمزان,95.2.0.0.0
11,,ولاية سعد بن أبي وقاص الكوفة,95.3.0.0.0
11,,كتب عثمان رضي الله عنه إلى عماله وولاته والعامة,95.4.0.0.0
11,,غزوه اذربيجان وأرمينية,95.5.0.0.0
11,,إجلاب الروم على المسلمين واستمداد المسلمين من بالكوفة,95.6.0.0.0
11,,خمس وعشرين,96.0.0.0.0
11,,ذكر الأحداث المشهورة التي كانت فيها,96.1.0.0.0
12,سنة 26 - سنة 50 من الهجرة,ثم دخلت سنة ست وعشرين,97.0.0.0.0
12,,ذكر ما كان فيها من الأحداث المشهورة,97.1.0.0.0
12,,ذكر سبب عزل عثمان عن الكوفة سعدا واستعماله عليها الوليد,97.2.0.0.0
12,,سبع وعشرين,98.0.0.0.0
12,,ذكر الأحداث المشهورة التي كانت فيها,98.1.0.0.0
12,,ثمان وعشرين,99.0.0.0.0
12,,ذكر الخبر عما كان فيها من الأحداث المشهورة,99.1.0.0.0
12,,ذكر الخبر عن غزوة معاوية إياها:,99.2.0.0.0
12,,سنة تسع وعشرين,100.0.0.0.0
12,,ذكر ما كان فيها من الأحداث المشهورة,100.1.0.0.0
12,,ذكر الخبر عن سبب عزل عثمان أبا موسى عن البصرة,100.2.0.0.0
12,,[أخبار متفرقة],100.3.0.0.0
12,,سنة ثلاثين,101.0.0.0.0
12,,ذكر ما كان فيها من الأحداث المشهورة,101.1.0.0.0
12,,ذكر الخبر عنه عن غزو سعيد بن العاص طبرستان,101.2.0.0.0
12,,ذكر السبب في عزل عثمان الوليد عن الكوفة وتوليته سعيدا عليها,101.3.0.0.0
12,,ذكر الخبر عن سبب سقوط الخاتم ms1754 من يد عثمان في بئر أريس,101.4.0.0.0
12,,أخبار أبي ذر رحمه الله تعالى,101.5.0.0.0
12,,ذكر هرب يزدجرد الى خراسان,101.6.0.0.0
12,,إحدى وثلاثين,102.0.0.0.0
12,,(ذكر ما كان فيها من الأحداث المشهورة ms1759),102.1.0.0.0
12,,غزوة الصواري,102.2.0.0.0
12,,ذكر الخبر عن مقتل يزدجرد ملك فارس,102.3.0.0.0
12,,شخوص عبد الله بن عامر الى خراسان وما قام به من فتوح,102.4.0.0.0
12,,ثم دخلت سنة اثنتين وثلاثين,103.0.0.0.0
12,,(ذكر ما كان فيها من الأحداث المذكورة),103.1.0.0.0
12,,ذكر ms1776 الخبر عن وفاه ابى ذر,103.2.0.0.0
12,,فتح مرو روذ والطالقان والفارياب والجوزجان وطخارستان,103.3.0.0.0
12,,ذكر صلح الأحنف مع اهل بلخ,103.4.0.0.0
12,,سنة ثلاث وثلاثين,104.0.0.0.0
12,,ذكر تسيير من سير من أهل الكوفة إليها,104.1.0.0.0
12,,ذكر الخبر عن تسيير عثمان من سير من أهل البصرة إلى الشام,104.2.0.0.0
12,,ثم دخلت,105.0.0.0.0
12,,(ذكر ما كان فيها من الأحداث المذكورة),105.1.0.0.0
12,,ذكر خبر اجتماع المنحرفين على عثمان,105.2.0.0.0
12,,سنة خمس وثلاثين,106.0.0.0.0
12,,(ذكر ما كان فيها من الأحداث),106.1.0.0.0
12,,ذكر مسير من سار إلى ms1803 ذي خشب من أهل مصر وسبب مسير من سار إلى ذي المروة من أهل العراق,106.2.0.0.0
12,,"رجع الحديث إلى حديث سيف، عن شيوخه:",106.3.0.0.0
12,,ذكر الخبر عن قتل عثمان رضى الله عنه,106.4.0.0.0
12,,ذكر بعض سير عثمان بن عفان رضي الله عنه,106.5.0.0.0
12,,ذكر الخبر عن السبب الذي من أجله أمر عثمان رضى الله عنه عبد الله ابن عباس رضي الله عنه أن يحج بالناس في هذه السنة,106.6.0.0.0
12,,ذكر الخبر عن الموضع الذي دفن فيه عثمان رضي الله عنه ومن صلى عليه وولي أمره بعد ما قتل إلى أن فرغ من أمره ودفنه,106.7.0.0.0
12,,ذكر الخبر عن الوقت الذي قتل فيه عثمان رضي الله عنه,106.8.0.0.0
12,,ذكر الخبر عن قدر مدة حياته,106.9.0.0.0
12,,ذكر الخبر عن صفة عثمان,106.10.0.0.0
12,,ذكر الخبر عن وقت إسلامه وهجرته,106.11.0.0.0
12,,ذكر الخبر عما كان يكنى به عثمان بن عفان رضي الله عنه,106.12.0.0.0
12,,ذكر نسبه,106.13.0.0.0
12,,ذكر أولاده وأزواجه,106.14.0.0.0
12,,ذكر أسماء عمال عثمان رضي الله عنه في هذه السنة على البلدان,106.15.0.0.0
12,,ذكر بعض خطب عثمان رضي الله عنه,106.16.0.0.0
12,,ذكر الخبر عمن كان يصلى بالناس في مسجد رسول الله ص حين حصر عثمان,106.17.0.0.0
12,,ذكر ما رثي به من الأشعار,106.18.0.0.0
12,,خلافة أمير المؤمنين علي بن أبي طالب,106.19.0.0.0
12,,"ذكر الخبر عن بيعة من بايعه، والوقت الذي بويع فيه",106.20.0.0.0
12,,اتساق الأمر في البيعة لعلي بن أبي طالب ع,106.21.0.0.0
12,,مسير قسطنطين ملك الروم يريد المسلمين,106.22.0.0.0
12,,ثم دخلت,107.0.0.0.0
12,,تفريق علي عماله على الأمصار,107.1.0.0.0
12,,استئذان طلحة والزبير عليا,107.2.0.0.0
12,,خروج علي إلى الربذة يريد البصرة,107.3.0.0.0
12,,"شراء الجمل لعائشة رضي الله عنها، وخبر كلاب الحوأب",107.4.0.0.0
12,,قول عائشة رضي الله عنها: والله لأطلبن بدم عثمان وخروجها وطلحة والزبير فيمن تبعهم إلى البصرة,107.5.0.0.0
12,,دخولهم البصره والحرب بينهم وبين عثمان بن حنيف,107.6.0.0.0
12,,ذكر الخبر عن مسير علي بن أبي طالب نحو البصرة,107.7.0.0.0
12,,نزول أمير المؤمنين ذا قار,107.8.0.0.0
12,,بعثة علي بن أبي طالب من ذي قار ابنه الحسن وعمار بن ياسر ليستنفرا له أهل الكوفة,107.9.0.0.0
12,,نزول علي الزاوية من البصرة,107.10.0.0.0
12,,أمر القتال,107.11.0.0.0
12,,خبر وقعة الجمل من رواية أخرى,107.12.0.0.0
12,,شدة القتال يوم الجمل وخبر أعين بن ضبيعة واطلاعه في الهودج,107.13.0.0.0
12,,مقتل الزبير بن العوام رضي الله عنه,107.14.0.0.0
12,,من انهزم يوم الجمل فاختفى ومضى في البلاد,107.15.0.0.0
12,,توجع علي على قتلى الجمل ودفنهم وجمعه ما كان في العسكر والبعث به إلى البصرة,107.16.0.0.0
12,,عدد قتلى الجمل,107.17.0.0.0
12,,دخول علي على عائشة وما أمر به من العقوبة فيمن تناولها,107.18.0.0.0
12,,بيعة أهل البصرة عليا وقسمه ما في بيت المال عليهم,107.19.0.0.0
12,,سيرة علي فيمن قاتل يوم الجمل,107.20.0.0.0
12,,بعثة الأشتر إلى عائشة بجمل اشتراه لها وخروجها من البصرة إلى مكة,107.21.0.0.0
12,,ما كتب به علي بن أبي طالب من الفتح إلى عامله بالكوفة,107.22.0.0.0
12,,أخذ علي البيعة على الناس وخبر زياد بن أبي سفيان وعبد الرحمن بن أبي بكرة,107.23.0.0.0
12,,تأمير ابن عباس على البصرة وتولية زياد الخراج,107.24.0.0.0
12,,تجهيز على ع عائشة رضي الله عنها من البصرة,107.25.0.0.0
12,,ما روي من كثرة القتلى يوم الجمل,107.26.0.0.0
12,,ما قال عمار بن ياسر لعائشة حين فرغ من الجمل,107.27.0.0.0
12,,آخر حديث الجمل بعثة علي بن أبي طالب قيس بن سعد بن عبادة أميرا على مصر,107.28.0.0.0
12,,ولاية محمد بن أبي بكر مصر,107.29.0.0.0
12,,توجيه علي خليد بن طريف إلى خراسان,107.30.0.0.0
12,,ذكر خبر عمرو بن العاص ومبايعته معاوية,107.31.0.0.0
12,,توجيه علي بن أبي طالب جرير بن عبد الله البجلي إلى معاوية يدعوه إلى الدخول في طاعته,107.32.0.0.0
12,,خروج علي بن أبي طالب إلى صفين,107.33.0.0.0
12,,ما أمر به علي ms2006 بن أبي طالب من عمل الجسر على الفرات,107.34.0.0.0
12,,القتال على الماء,107.35.0.0.0
12,,دعاء علي معاوية إلى الطاعة والجماعة,107.36.0.0.0
12,,[أخبار متفرقة],107.37.0.0.0
12,,ثم وثلاثين,108.0.0.0.0
12,,ذكر ما كان فيها من الأحداث وموادعة الحرب بين علي ومعاوية,108.1.0.0.0
12,,تكتيب الكتائب وتعبئة الناس للقتال,108.2.0.0.0
12,,الجد في الحرب والقتال,108.3.0.0.0
12,,مقتل عمار بن ياسر,108.4.0.0.0
12,,خبر هاشم بن عتبة المرقال وذكر ليلة الهرير,108.5.0.0.0
12,,ما روي من رفعهم المصاحف ودعائهم إلى الحكومة,108.6.0.0.0
12,,بعثة علي جعدة بن هبيرة إلى خراسان,108.7.0.0.0
12,,اعتزال الخوارج عليا وأصحابه ورجوعهم بعد ذلك,108.8.0.0.0
12,,اجتماع الحكمين بدومة الجندل,108.9.0.0.0
12,,ذكر ما كان من خبر الخوارج عند توجيه علي الحكم للحكومة وخبر يوم النهر,108.10.0.0.0
12,,ثم دخلت سنة ثمان وثلاثين,109.0.0.0.0
12,,ذكر ما كان فيها من الأحداث,109.1.0.0.0
12,,ذكر الخبر عن أمر ابن الحضرمي وزياد وأعين وسبب قتل من قتل منهم,109.2.0.0.0
12,,الخريت بن راشد واظهاره الخلاف على على,109.3.0.0.0
12,,سنة تسع وثلاثين,110.0.0.0.0
12,,ذكر ما كان فيها من الأحداث,110.1.0.0.0
12,,تفريق معاوية جيوشه في أطراف علي,110.2.0.0.0
12,,ذكر توجيه ابن عباس زيادا الى فارس وكرمان.,110.3.0.0.0
12,,سنة أربعين,111.0.0.0.0
12,,ذكر ما كان فيها من الأحداث,111.1.0.0.0
12,,خروج ابن عباس من البصره الى مكة,111.2.0.0.0
12,,ذكر الخبر عن مقتل علي بن أبي طالب,111.3.0.0.0
12,,ذكر الخبر عن قدر مدة خلافته,111.4.0.0.0
12,,ذكر الخبر عن صفته,111.5.0.0.0
12,,ذكر نسبه ع,111.6.0.0.0
12,,ذكر الخبر عن أزواجه وأولاده,111.7.0.0.0
12,,ذكر ولاته,111.8.0.0.0
12,,ذكر بعض سيره ع,111.9.0.0.0
12,,ذكر بيعة الحسن بن علي,111.10.0.0.0
12,,ثم سنة إحدى وأربعين,112.0.0.0.0
12,,(ذكر الخبر عما كان فيها من الأحداث),112.1.0.0.0
12,,ذكر خبر الصلح بين معاويه وقيس بن سعد,112.2.0.0.0
12,,دخول الحسن والحسين المدينة منصرفين من الكوفه,112.3.0.0.0
12,,ذكر خروج الخوارج على معاويه,112.4.0.0.0
12,,ذكر ولايه بسر بن ابى ارطاه على البصره,112.5.0.0.0
12,,ولايه عبد الله بن عامر البصرة وحرب سجستان وخراسان,112.6.0.0.0
12,,ذكر الخبر عن سبب ولاية ذلك وبعض الكائن في أيام عمله لمعاوية بها:,112.7.0.0.0
12,,ثم دخلت سنة اثنتين وأربعين,113.0.0.0.0
12,,(ذكر ما كان فيها من الأحداث),113.1.0.0.0
12,,ذكر الخبر عن تحرك الخوارج,113.2.0.0.0
12,,ذكر الخبر عما كان منهم في هذه السنة:,113.3.0.0.0
12,,ذكر قدوم زياد على معاويه,113.4.0.0.0
12,,ثم دخلت سنة ثلاث وأربعين,114.0.0.0.0
12,,(ذكر الخبر عما كان فيها من الأحداث),114.1.0.0.0
12,,خبر قتل المستورد بن علفه الخارجي,114.2.0.0.0
12,,ذكر ولايه عبد الله بن خازم خراسان,114.3.0.0.0
12,,ثم دخلت سنة أربع وأربعين,115.0.0.0.0
12,,(ذكر الخبر عما كان فيها من الأحداث),115.1.0.0.0
12,,عزل عبد الله بن عامر عن البصره,115.2.0.0.0
12,,استلحاق معاويه نسب زياد ابن سميه بابيه,115.3.0.0.0
12,,ثم دخلت سنة خمس وأربعين,116.0.0.0.0
12,,(ذكر الأحداث المذكورة التي كانت فيها),116.1.0.0.0
12,,ذكر الخبر عن ولاية زياد البصرة,116.2.0.0.0
12,,ثم دخلت سنة ست وأربعين,117.0.0.0.0
12,,(ذكر ما كان فيها من الأحداث),117.1.0.0.0
12,,خبر انصراف عبد الرحمن بن خالد الى حمص وهلاكه,117.2.0.0.0
12,,ذكر خروج سهم والخطيم,117.3.0.0.0
12,,ثم دخلت سنة سبع وأربعين,118.0.0.0.0
12,,(ذكر الأحداث التي كانت فيها),118.1.0.0.0
12,,ذكر عزل عبد الله بن عمرو عن مصر وولايه ابن حديج,118.2.0.0.0
12,,ذكر غزو الغور,118.3.0.0.0
12,,ثم دخلت سنة ثمان وأربعين,119.0.0.0.0
12,,(ذكر الأحداث التي كانت فيها),119.1.0.0.0
12,,ثم دخلت سنة تسع وأربعين,120.0.0.0.0
12,,(ذكر ما كان فيها من الأحداث),120.1.0.0.0
12,,ثم دخلت سنة خمسين,121.0.0.0.0
12,,(ذكر ما كان فيها من الأحداث),121.1.0.0.0
12,,ذكر وفاه المغيره بن شعبه وولايه زياد الكوفه,121.2.0.0.0
12,,خروج قريب وزحاف,121.3.0.0.0
12,,ذكر اراده معاويه نقل المنبر من المدينة,121.4.0.0.0
12,,ذكر هرب الفرزدق من زياد,121.5.0.0.0
12,,ذكر الخبر عن غزوة الحكم بن عمرو جبل الأشل وسبب هلاكه,121.6.0.0.0
13,سنة 51 - سنة 75 من الهجرة,ثم دخلت سنة إحدى وخمسين,122.0.0.0.0
13,,(ذكر ما كان فيها من الأحداث),122.1.0.0.0
13,,ذكر مقتل حجر بن عدي وأصحابه,122.2.0.0.0
13,,تسمية الذين بعث بهم إلى معاوية,122.3.0.0.0
13,,تسمية من قتل من أصحاب حجر رحمه الله,122.4.0.0.0
13,,تسمية من نجا منهم,122.5.0.0.0
13,,ذكر استعمال الربيع بن زياد على خراسان,122.6.0.0.0
13,,ثم دخلت سنة اثنتين وخمسين,123.0.0.0.0
13,,ثم دخلت سنة ثلاث وخمسين,124.0.0.0.0
13,,(ذكر ما كان فيها من الأحداث),124.1.0.0.0
13,,ذكر سبب مهلك زياد بن سمية,124.2.0.0.0
13,,ذكر الخبر عن وفاه الربيع بن زياد الحارثى,124.3.0.0.0
13,,ثم دخلت سنة أربع وخمسين,125.0.0.0.0
13,,(ذكر الخبر عما كان فيها من الأحداث),125.1.0.0.0
13,,ذكر عزل سعيد بن العاص عن المدينة واستعمال مروان,125.2.0.0.0
13,,ذكر توليه معاويه عبيد الله بن زياد على خراسان,125.3.0.0.0
13,,ثم دخلت سنة خمس وخمسين,126.0.0.0.0
13,,(ذكر الخبر عن الكائن فيها من الأحداث),126.1.0.0.0
13,,ذكر الخبر عن سبب عزل معاوية عبد الله بن عمرو بن غيلان وتوليته عبيد الله البصرة,126.2.0.0.0
13,,ثم دخلت سنة ست وخمسين,127.0.0.0.0
13,,(ذكر ما كان فيها من الأحداث),127.1.0.0.0
13,,ذكر خبر البيعه ليزيد بولاية العهد,127.2.0.0.0
13,,ذكر عزل ابن زياد عن خراسان واستعمال سعيد بن عثمان,127.3.0.0.0
13,,ثم دخلت سنة سبع وخمسين,128.0.0.0.0
13,,ثم دخلت سنة ثمان وخمسين,129.0.0.0.0
13,,(ذكر الخبر عما كان فيها من الأحداث),129.1.0.0.0
13,,عزل الضحاك عن الكوفه واستعمال عبد الرحمن بن أم الحكم,129.2.0.0.0
13,,ذكر قتل عروه بن اديه وغيره من الخوارج,129.3.0.0.0
13,,ثم دخلت سنة تسع وخمسين,130.0.0.0.0
13,,(ذكر ما كان فيها من الأحداث),130.1.0.0.0
13,,ذكر ولايه عبد الرحمن بن زياد خراسان,130.2.0.0.0
13,,ذكر وفود عبيد الله بن زياد على معاويه,130.3.0.0.0
13,,ذكر هجاء يزيد بن مفرغ الحميرى بنى زياد,130.4.0.0.0
13,,ثم دخلت سنة ستين,131.0.0.0.0
13,,(ذكر ما كان فيها من الأحداث),131.1.0.0.0
13,,ذكر عهد معاويه لابنه يزيد,131.2.0.0.0
13,,ذكر وفاه معاوية بن أبي سفيان,131.3.0.0.0
