خروج ابن عباس من البصره الى مكة,6.4.2.0.0,خروج ابن عباس من البصره الى مكة,111.2.0.0.0
ذكر الخبر عن مقتل علي بن أبي طالب,6.4.3.0.0,ذكر الخبر عن مقتل علي بن أبي طالب,111.3.0.0.0
ذكر الخبر عن قدر مدة خلافته,6.4.4.0.0,ذكر الخبر عن قدر مدة خلافته,111.4.0.0.0
ذكر الخبر عن صفته,6.4.5.0.0,ذكر الخبر عن صفته,111.5.0.0.0
ذكر نسبه ع,6.4.6.0.0,ذكر نسبه ع,111.6.0.0.0
ذكر الخبر عن أزواجه وأولاده,6.4.7.0.0,ذكر الخبر عن أزواجه وأولاده,111.7.0.0.0
ذكر ولاته,6.4.8.0.0,ذكر ولاته,111.8.0.0.0
ذكر بعض سيره ع,6.4.9.0.0,ذكر بعض سيره ع,111.9.0.0.0
ذكر بيعة الحسن بن علي,6.4.10.0.0,ذكر بيعة الحسن بن علي,111.10.0.0.0
ثم سنة إحدى وأربعين,6.5.0.0.0,ثم سنة إحدى وأربعين,112.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),6.5.1.0.0,(ذكر الخبر عما كان فيها من الأحداث),112.1.0.0.0
ذكر خبر الصلح بين معاويه وقيس بن سعد,6.5.2.0.0,ذكر خبر الصلح بين معاويه وقيس بن سعد,112.2.0.0.0
دخول الحسن والحسين المدينة منصرفين من الكوفه,6.5.3.0.0,دخول الحسن والحسين المدينة منصرفين من الكوفه,112.3.0.0.0
ذكر خروج الخوارج على معاويه,6.5.4.0.0,ذكر خروج الخوارج على معاويه,112.4.0.0.0
ذكر ولايه بسر بن ابى ارطاه على البصره,6.5.5.0.0,ذكر ولايه بسر بن ابى ارطاه على البصره,112.5.0.0.0
ولايه عبد الله بن عامر البصرة وحرب سجستان وخراسان,6.5.6.0.0,ولايه عبد الله بن عامر البصرة وحرب سجستان وخراسان,112.6.0.0.0
ذكر الخبر عن سبب ولاية ذلك وبعض الكائن في أيام عمله لمعاوية بها:,6.5.7.0.0,ذكر الخبر عن سبب ولاية ذلك وبعض الكائن في أيام عمله لمعاوية بها:,112.7.0.0.0
ثم دخلت سنة اثنتين وأربعين,6.6.0.0.0,ثم دخلت سنة اثنتين وأربعين,113.0.0.0.0
(ذكر ما كان فيها من الأحداث),6.6.1.0.0,(ذكر ما كان فيها من الأحداث),113.1.0.0.0
ذكر الخبر عن تحرك الخوارج,6.6.2.0.0,ذكر الخبر عن تحرك الخوارج,113.2.0.0.0
ذكر الخبر عما كان منهم في هذه السنة:,6.6.3.0.0,ذكر الخبر عما كان منهم في هذه السنة:,113.3.0.0.0
ذكر قدوم زياد على معاويه,6.6.4.0.0,ذكر قدوم زياد على معاويه,113.4.0.0.0
ثم دخلت سنة ثلاث وأربعين,6.7.0.0.0,ثم دخلت سنة ثلاث وأربعين,114.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),6.7.1.0.0,(ذكر الخبر عما كان فيها من الأحداث),114.1.0.0.0
خبر قتل المستورد بن علفه الخارجي,6.7.2.0.0,خبر قتل المستورد بن علفه الخارجي,114.2.0.0.0
ذكر ولايه عبد الله بن خازم خراسان,6.7.3.0.0,ذكر ولايه عبد الله بن خازم خراسان,114.3.0.0.0
ثم دخلت سنة أربع وأربعين,6.8.0.0.0,ثم دخلت سنة أربع وأربعين,115.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),6.8.1.0.0,(ذكر الخبر عما كان فيها من الأحداث),115.1.0.0.0
عزل عبد الله بن عامر عن البصره,6.8.2.0.0,عزل عبد الله بن عامر عن البصره,115.2.0.0.0
استلحاق معاويه نسب زياد ابن سميه بابيه,6.8.3.0.0,استلحاق معاويه نسب زياد ابن سميه بابيه,115.3.0.0.0
ثم دخلت سنة خمس وأربعين,6.9.0.0.0,ثم دخلت سنة خمس وأربعين,116.0.0.0.0
(ذكر الأحداث المذكورة التي كانت فيها),6.9.1.0.0,(ذكر الأحداث المذكورة التي كانت فيها),116.1.0.0.0
ذكر الخبر عن ولاية زياد البصرة,6.9.2.0.0,ذكر الخبر عن ولاية زياد البصرة,116.2.0.0.0
ثم دخلت سنة ست وأربعين,6.10.0.0.0,ثم دخلت سنة ست وأربعين,117.0.0.0.0
(ذكر ما كان فيها من الأحداث),6.10.1.0.0,(ذكر ما كان فيها من الأحداث),117.1.0.0.0
خبر انصراف عبد الرحمن بن خالد الى حمص وهلاكه,6.10.2.0.0,خبر انصراف عبد الرحمن بن خالد الى حمص وهلاكه,117.2.0.0.0
ذكر خروج سهم والخطيم,6.10.3.0.0,ذكر خروج سهم والخطيم,117.3.0.0.0
ثم دخلت سنة سبع وأربعين,6.11.0.0.0,ثم دخلت سنة سبع وأربعين,118.0.0.0.0
(ذكر الأحداث التي كانت فيها),6.11.1.0.0,(ذكر الأحداث التي كانت فيها),118.1.0.0.0
ذكر عزل عبد الله بن عمرو عن مصر وولايه ابن حديج,6.11.2.0.0,ذكر عزل عبد الله بن عمرو عن مصر وولايه ابن حديج,118.2.0.0.0
ذكر غزو الغور,6.11.3.0.0,ذكر غزو الغور,118.3.0.0.0
ثم دخلت سنة ثمان وأربعين,6.12.0.0.0,ثم دخلت سنة ثمان وأربعين,119.0.0.0.0
(ذكر الأحداث التي كانت فيها),6.12.1.0.0,(ذكر الأحداث التي كانت فيها),119.1.0.0.0
ثم دخلت سنة تسع وأربعين,6.13.0.0.0,ثم دخلت سنة تسع وأربعين,120.0.0.0.0
(ذكر ما كان فيها من الأحداث),6.13.1.0.0,(ذكر ما كان فيها من الأحداث),120.1.0.0.0
ثم دخلت سنة خمسين,6.14.0.0.0,ثم دخلت سنة خمسين,121.0.0.0.0
(ذكر ما كان فيها من الأحداث),6.14.1.0.0,(ذكر ما كان فيها من الأحداث),121.1.0.0.0
ذكر وفاه المغيره بن شعبه وولايه زياد الكوفه,6.14.2.0.0,ذكر وفاه المغيره بن شعبه وولايه زياد الكوفه,121.2.0.0.0
خروج قريب وزحاف,6.14.3.0.0,خروج قريب وزحاف,121.3.0.0.0
ذكر اراده معاويه نقل المنبر من المدينة,6.14.4.0.0,ذكر اراده معاويه نقل المنبر من المدينة,121.4.0.0.0
ذكر هرب الفرزدق من زياد,6.14.5.0.0,ذكر هرب الفرزدق من زياد,121.5.0.0.0
ذكر الخبر عن غزوة الحكم بن عمرو جبل الأشل وسبب هلاكه,6.14.6.0.0,ذكر الخبر عن غزوة الحكم بن عمرو جبل الأشل وسبب هلاكه,121.6.0.0.0
ثم دخلت سنة إحدى وخمسين,6.15.0.0.0,ثم دخلت سنة إحدى وخمسين,122.0.0.0.0
(ذكر ما كان فيها من الأحداث),6.15.1.0.0,(ذكر ما كان فيها من الأحداث),122.1.0.0.0
ذكر مقتل حجر بن عدي وأصحابه,6.15.2.0.0,ذكر مقتل حجر بن عدي وأصحابه,122.2.0.0.0
تسمية الذين بعث بهم إلى معاوية,6.15.3.0.0,تسمية الذين بعث بهم إلى معاوية,122.3.0.0.0
تسمية من قتل من أصحاب حجر رحمه الله,6.15.4.0.0,تسمية من قتل من أصحاب حجر رحمه الله,122.4.0.0.0
تسمية من نجا منهم,6.15.5.0.0,تسمية من نجا منهم,122.5.0.0.0
ذكر استعمال الربيع بن زياد على خراسان,6.15.6.0.0,ذكر استعمال الربيع بن زياد على خراسان,122.6.0.0.0
ثم دخلت سنة اثنتين وخمسين,6.16.0.0.0,ثم دخلت سنة اثنتين وخمسين,123.0.0.0.0
ثم دخلت سنة ثلاث وخمسين,6.17.0.0.0,ثم دخلت سنة ثلاث وخمسين,124.0.0.0.0
(ذكر ما كان فيها من الأحداث),6.17.1.0.0,(ذكر ما كان فيها من الأحداث),124.1.0.0.0
ذكر سبب مهلك زياد بن سمية,6.17.2.0.0,ذكر سبب مهلك زياد بن سمية,124.2.0.0.0
ذكر الخبر عن وفاه الربيع بن زياد الحارثى,6.17.3.0.0,ذكر الخبر عن وفاه الربيع بن زياد الحارثى,124.3.0.0.0
ثم دخلت سنة أربع وخمسين,6.18.0.0.0,ثم دخلت سنة أربع وخمسين,125.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),6.18.1.0.0,(ذكر الخبر عما كان فيها من الأحداث),125.1.0.0.0
ذكر عزل سعيد بن العاص عن المدينة واستعمال مروان,6.18.2.0.0,ذكر عزل سعيد بن العاص عن المدينة واستعمال مروان,125.2.0.0.0
ذكر توليه معاويه عبيد الله بن زياد على خراسان,6.18.3.0.0,ذكر توليه معاويه عبيد الله بن زياد على خراسان,125.3.0.0.0
ثم دخلت سنة خمس وخمسين,6.19.0.0.0,ثم دخلت سنة خمس وخمسين,126.0.0.0.0
(ذكر الخبر عن الكائن فيها من الأحداث),6.19.1.0.0,(ذكر الخبر عن الكائن فيها من الأحداث),126.1.0.0.0
ذكر الخبر عن سبب عزل معاوية عبد الله بن عمرو بن غيلان وتوليته عبيد الله البصرة,6.19.2.0.0,ذكر الخبر عن سبب عزل معاوية عبد الله بن عمرو بن غيلان وتوليته عبيد الله البصرة,126.2.0.0.0
ثم دخلت سنة ست وخمسين,6.20.0.0.0,ثم دخلت سنة ست وخمسين,127.0.0.0.0
(ذكر ما كان فيها من الأحداث),6.20.1.0.0,(ذكر ما كان فيها من الأحداث),127.1.0.0.0
ذكر خبر البيعه ليزيد بولاية العهد,6.20.2.0.0,ذكر خبر البيعه ليزيد بولاية العهد,127.2.0.0.0
ذكر عزل ابن زياد عن خراسان واستعمال سعيد بن عثمان,6.20.3.0.0,ذكر عزل ابن زياد عن خراسان واستعمال سعيد بن عثمان,127.3.0.0.0
ثم دخلت سنة سبع وخمسين,6.21.0.0.0,ثم دخلت سنة سبع وخمسين,128.0.0.0.0
ثم دخلت سنة ثمان وخمسين,6.22.0.0.0,ثم دخلت سنة ثمان وخمسين,129.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),6.22.1.0.0,(ذكر الخبر عما كان فيها من الأحداث),129.1.0.0.0
عزل الضحاك عن الكوفه واستعمال عبد الرحمن بن أم الحكم,6.22.2.0.0,عزل الضحاك عن الكوفه واستعمال عبد الرحمن بن أم الحكم,129.2.0.0.0
ذكر قتل عروه بن اديه وغيره من الخوارج,6.22.3.0.0,ذكر قتل عروه بن اديه وغيره من الخوارج,129.3.0.0.0
ثم دخلت سنة تسع وخمسين,6.23.0.0.0,ثم دخلت سنة تسع وخمسين,130.0.0.0.0
(ذكر ما كان فيها من الأحداث),6.23.1.0.0,(ذكر ما كان فيها من الأحداث),130.1.0.0.0
ذكر ولايه عبد الرحمن بن زياد خراسان,6.23.2.0.0,ذكر ولايه عبد الرحمن بن زياد خراسان,130.2.0.0.0
ذكر وفود عبيد الله بن زياد على معاويه,6.23.3.0.0,ذكر وفود عبيد الله بن زياد على معاويه,130.3.0.0.0
ذكر هجاء يزيد بن مفرغ الحميرى بنى زياد,6.23.4.0.0,ذكر هجاء يزيد بن مفرغ الحميرى بنى زياد,130.4.0.0.0
ثم دخلت سنة ستين,6.24.0.0.0,ثم دخلت سنة ستين,131.0.0.0.0
(ذكر ما كان فيها من الأحداث),6.24.1.0.0,(ذكر ما كان فيها من الأحداث),131.1.0.0.0
ذكر عهد معاويه لابنه يزيد,6.24.2.0.0,ذكر عهد معاويه لابنه يزيد,131.2.0.0.0
ذكر وفاه معاوية بن أبي سفيان,6.24.3.0.0,ذكر وفاه معاوية بن أبي سفيان,131.3.0.0.0
ذكر الخبر عن مدة ملكه,6.24.4.0.0,ذكر الخبر عن مدة ملكه,131.4.0.0.0
ذكر مده عمره,6.24.5.0.0,ذكر مده عمره,131.5.0.0.0
ذكر العلة التي كانت فيها وفاته,6.24.6.0.0,ذكر العلة التي كانت فيها وفاته,131.6.0.0.0
ذكر الخبر عمن صلى على معاوية حين مات,6.24.7.0.0,ذكر الخبر عمن صلى على معاوية حين مات,131.7.0.0.0
ذكر الخبر عن نسبه وكنيته,6.24.8.0.0,ذكر الخبر عن نسبه وكنيته,131.8.0.0.0
ذكر نسائه وولده,6.24.9.0.0,ذكر نسائه وولده,131.9.0.0.0
ذكر بعض ما حضرنا من ذكر أخباره وسيره,6.24.10.0.0,ذكر بعض ما حضرنا من ذكر أخباره وسيره,131.10.0.0.0
خلافة يزيد بن معاوية,6.24.11.0.0,خلافة يزيد بن معاوية,131.11.0.0.0
ذكر عزل الوليد عن المدينة وولايه عمر بن سعيد,6.24.12.0.0,ذكر عزل الوليد عن المدينة وولايه عمر بن سعيد,131.12.0.0.0
ذكر الخبر عن مراسله الكوفيين الحسين ع للمصير إلى ما قبلهم وأمر مسلم بن عقيل رضي الله عنه,6.24.13.0.0,ذكر الخبر عن مراسله الكوفيين الحسين ع للمصير إلى ما قبلهم وأمر مسلم بن عقيل رضي الله عنه,131.13.0.0.0
ذكر مسير الحسين الى الكوفه,6.24.14.0.0,ذكر مسير الحسين الى الكوفه,131.14.0.0.0
ثم دخلت سنة إحدى وستين,6.25.0.0.0,ثم دخلت سنة إحدى وستين,132.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),6.25.1.0.0,(ذكر الخبر عما كان فيها من الأحداث),132.1.0.0.0
ذكر أسماء من قتل من بني هاشم مع الحسين ع وعدد من قتل من كل قبيلة من القبائل التي قاتلته,6.25.2.0.0,ذكر أسماء من قتل من بني هاشم مع الحسين ع وعدد من قتل من كل قبيلة من القبائل التي قاتلته,132.2.0.0.0
ذكر خبر مقتل مرداس بن عمرو بن حدير,6.25.3.0.0,ذكر خبر مقتل مرداس بن عمرو بن حدير,132.3.0.0.0
ذكر خبر ولايه سلم بن زياد على خراسان وسجستان,6.25.4.0.0,ذكر خبر ولايه سلم بن زياد على خراسان وسجستان,132.4.0.0.0
ذكر سبب عزل يزيد عمرو بن سعيد عن المدينة وتوليته عليها الوليد بن عتبة,6.25.5.0.0,ذكر سبب عزل يزيد عمرو بن سعيد عن المدينة وتوليته عليها الوليد بن عتبة,132.5.0.0.0
ثم دخلت سنة اثنتين وستين,6.26.0.0.0,ثم دخلت سنة اثنتين وستين,133.0.0.0.0
(ذكر الخبر عما كان في هذه السنة من الأحداث),6.26.1.0.0,(ذكر الخبر عما كان في هذه السنة من الأحداث),133.1.0.0.0
ثم دخلت سنة ثلاث وستين,6.27.0.0.0,ثم دخلت سنة ثلاث وستين,134.0.0.0.0
(ذكر الخبر عن الأحداث التي كانت فيها),6.27.1.0.0,(ذكر الخبر عن الأحداث التي كانت فيها),134.1.0.0.0
ثم دخلت سنة أربع وستين,6.28.0.0.0,ثم دخلت سنة أربع وستين,135.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),6.28.1.0.0,(ذكر الخبر عما كان فيها من الأحداث),135.1.0.0.0
ذكر موت مسلم بن عقبة ورمي الكعبة وإحراقها,6.28.2.0.0,ذكر موت مسلم بن عقبة ورمي الكعبة وإحراقها,135.2.0.0.0
ذكر الخبر عن حرق الكعبه,6.28.3.0.0,ذكر الخبر عن حرق الكعبه,135.3.0.0.0
ذكر خبر وفاه يزيد بن معاويه,6.28.4.0.0,ذكر خبر وفاه يزيد بن معاويه,135.4.0.0.0
ذكر عدد ولده,6.28.5.0.0,ذكر عدد ولده,135.5.0.0.0
خلافة معاوية بن يزيد,6.28.6.0.0,خلافة معاوية بن يزيد,135.6.0.0.0
ذكر الخبر عما كان من أمر عبيد الله بن زياد وأمر أهل البصرة معه بها بعد موت يزيد,6.28.7.0.0,ذكر الخبر عما كان من أمر عبيد الله بن زياد وأمر أهل البصرة معه بها بعد موت يزيد,135.7.0.0.0
ذكر الخبر عن عزلهم عمرو بن حريث وتأميرهم عامرا,6.28.8.0.0,ذكر الخبر عن عزلهم عمرو بن حريث وتأميرهم عامرا,135.8.0.0.0
ذكر الخبر عن ولايه عامر بن مسعود على الكوفه,6.28.9.0.0,ذكر الخبر عن ولايه عامر بن مسعود على الكوفه,135.9.0.0.0
خلافه مروان بن الحكم,6.28.10.0.0,خلافه مروان بن الحكم,135.10.0.0.0
ذكر الخبر عن فتنه عبد الله بن خازم وبيعه سلم بن زياد,6.28.11.0.0,ذكر الخبر عن فتنه عبد الله بن خازم وبيعه سلم بن زياد,135.11.0.0.0
ذكر الخبر عن تحرك الشيعة للطلب بدم الحسين,6.28.12.0.0,ذكر الخبر عن تحرك الشيعة للطلب بدم الحسين,135.12.0.0.0
ذكر الخبر عن فراق الخوارج عبد الله بن الزبير,6.28.13.0.0,ذكر الخبر عن فراق الخوارج عبد الله بن الزبير,135.13.0.0.0
ذكر الخبر عن مقدم المختار بن ابى عبيد الكوفه,6.28.14.0.0,ذكر الخبر عن مقدم المختار بن ابى عبيد الكوفه,135.14.0.0.0
ذكر الخبر عن هدم ابن الزبير الكعبه,6.28.15.0.0,ذكر الخبر عن هدم ابن الزبير الكعبه,135.15.0.0.0
سنة خمس وستين,6.29.0.0.0,سنة خمس وستين,136.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث الجليلة),6.29.1.0.0,(ذكر الخبر عما كان فيها من الأحداث الجليلة),136.1.0.0.0
ذكر الخبر عن بيعه عبد الملك وعبد العزيز ابنى مروان,6.29.2.0.0,ذكر الخبر عن بيعه عبد الملك وعبد العزيز ابنى مروان,136.2.0.0.0
ذكر الخبر عن موت مروان بن الحكم,6.29.3.0.0,ذكر الخبر عن موت مروان بن الحكم,136.3.0.0.0
ذكر خبر مقتل حبيش بن دلجه,6.29.4.0.0,ذكر خبر مقتل حبيش بن دلجه,136.4.0.0.0
ذكر خبر حدوث الطاعون الجارف,6.29.5.0.0,ذكر خبر حدوث الطاعون الجارف,136.5.0.0.0
مقتل نافع بن الأزرق واشتداد امر الخوارج,6.29.6.0.0,مقتل نافع بن الأزرق واشتداد امر الخوارج,136.6.0.0.0
ذكر خبر بناء عبد الله بن الزبير البيت الحرام,6.29.7.0.0,ذكر خبر بناء عبد الله بن الزبير البيت الحرام,136.7.0.0.0
خروج بنى تميم بخراسان على عبد الله بن خازم,6.29.8.0.0,خروج بنى تميم بخراسان على عبد الله بن خازم,136.8.0.0.0
الجزء السادس,7.0.0.0.0,,
ثم دخلت سنة ست وستين,7.1.0.0.0,ثم دخلت سنة ست وستين,137.0.0.0.0
(ذكر الخبر عن الكائن الذي كان فيها من الأمور الجليلة),7.1.1.0.0,(ذكر الخبر عن الكائن الذي كان فيها من الأمور الجليلة),137.1.0.0.0
ذكر الخبر عن امر المختار مع قتله الحسين بالكوفه,7.1.2.0.0,ذكر الخبر عن امر المختار مع قتله الحسين بالكوفه,137.2.0.0.0
ذكر الخبر عن البيعه للمختار بالبصرة,7.1.3.0.0,ذكر الخبر عن البيعه للمختار بالبصرة,137.3.0.0.0
ذكر الخبر عن بعث المختار جيشه للمكر بابن الزبير,7.1.4.0.0,ذكر الخبر عن بعث المختار جيشه للمكر بابن الزبير,137.4.0.0.0
ذكر الخبر عن قدوم الخشبيه مكة وموافاتهم الحج,7.1.5.0.0,ذكر الخبر عن قدوم الخشبيه مكة وموافاتهم الحج,137.5.0.0.0
ذكر الخبر عن حصار بنى تميم بخراسان,7.1.6.0.0,ذكر الخبر عن حصار بنى تميم بخراسان,137.6.0.0.0
شخوص ابراهيم بن الاشتر لحرب عبيد الله بن زياد,7.1.7.0.0,شخوص ابراهيم بن الاشتر لحرب عبيد الله بن زياد,137.7.0.0.0
ذكر امر الكرسي الذى كان المختار يستنصر به!,7.1.8.0.0,ذكر امر الكرسي الذى كان المختار يستنصر به!,137.8.0.0.0
ثم دخلت سنة سبع وستين,7.2.0.0.0,ثم دخلت سنة سبع وستين,138.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),7.2.1.0.0,(ذكر الخبر عما كان فيها من الأحداث),138.1.0.0.0
ذكر الخبر عن عزل القباع عن البصره,7.2.2.0.0,ذكر الخبر عن عزل القباع عن البصره,138.2.0.0.0
ذكر خبر قتل مصعب المختار بن ابى عبيد,7.2.3.0.0,ذكر خبر قتل مصعب المختار بن ابى عبيد,138.3.0.0.0
خبر عزل عبد الله بن الزبير أخاه المصعب,7.2.4.0.0,خبر عزل عبد الله بن الزبير أخاه المصعب,138.4.0.0.0
ثم دخلت سنة ثمان وستين.,7.3.0.0.0,ثم دخلت سنة ثمان وستين.,139.0.0.0.0
(ذكر الخبر عما كان فيها من الأمور الجليلة),7.3.1.0.0,(ذكر الخبر عما كان فيها من الأمور الجليلة),139.1.0.0.0
ذكر الخبر عن رجوع الازارقه من فارس الى العراق,7.3.2.0.0,ذكر الخبر عن رجوع الازارقه من فارس الى العراق,139.2.0.0.0
ذكر الخبر عن مقتل عبد الله بن الحر,7.3.3.0.0,ذكر الخبر عن مقتل عبد الله بن الحر,139.3.0.0.0
ثم دخلت سنه تسع وستين,7.4.0.0.0,ثم دخلت سنه تسع وستين,140.0.0.0.0
ذكر خبر قتل عبد الملك سعيد بن عمرو,7.4.1.0.0,ذكر خبر قتل عبد الملك سعيد بن عمرو,140.1.0.0.0
ثم دخلت سنه سبعين,7.5.0.0.0,ثم دخلت سنه سبعين,141.0.0.0.0
(ذكر ما كان فيها من الأحداث),7.5.1.0.0,(ذكر ما كان فيها من الأحداث),141.1.0.0.0
ثم دخلت سنه إحدى وسبعين,7.6.0.0.0,ثم دخلت سنه إحدى وسبعين,142.0.0.0.0
ذكر ما كان فيها من الأحداث,7.6.1.0.0,ذكر ما كان فيها من الأحداث,142.1.0.0.0
ذكر الخبر عن دخول عبد الملك بن مروان الكوفه,7.6.2.0.0,ذكر الخبر عن دخول عبد الملك بن مروان الكوفه,142.2.0.0.0
ذكر خبر ولايه خالد بن عبد الله على البصره,7.6.3.0.0,ذكر خبر ولايه خالد بن عبد الله على البصره,142.3.0.0.0
خطبه عبد الله بن الزبير بعد مقتل مصعب,7.6.4.0.0,خطبه عبد الله بن الزبير بعد مقتل مصعب,142.4.0.0.0
ثم دخلت سنة اثنتين وسبعين,7.7.0.0.0,ثم دخلت سنة اثنتين وسبعين,143.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث الجليلة),7.7.1.0.0,(ذكر الخبر عما كان فيها من الأحداث الجليلة),143.1.0.0.0
خروج ابى فديك الخارجي وغلبته على البحرين,7.7.2.0.0,خروج ابى فديك الخارجي وغلبته على البحرين,143.2.0.0.0
خبر توجيه عبد الملك الحجاج لقتال ابن الزبير,7.7.3.0.0,خبر توجيه عبد الملك الحجاج لقتال ابن الزبير,143.3.0.0.0
امر عبد الله بن خازم السلمى مع عبد الملك,7.7.4.0.0,امر عبد الله بن خازم السلمى مع عبد الملك,143.4.0.0.0
فصل نذكر فيه الكتاب من بدء أمر الإسلام,7.7.5.0.0,فصل نذكر فيه الكتاب من بدء أمر الإسلام,143.5.0.0.0
أسماء من كتب للنبي ص,7.7.6.0.0,أسماء من كتب للنبي ص,143.6.0.0.0
أسماء من كان يكتب للخلفاء والولاه,7.7.7.0.0,أسماء من كان يكتب للخلفاء والولاه,143.7.0.0.0
ثم دخلت سنة ثلاث وسبعين,7.8.0.0.0,ثم دخلت سنة ثلاث وسبعين,144.0.0.0.0
ذكر الكائن الذي كان فيها من الأمور الجليلة,7.8.1.0.0,ذكر الكائن الذي كان فيها من الأمور الجليلة,144.1.0.0.0
[أخبار متفرقة],7.8.2.0.0,[أخبار متفرقة],144.2.0.0.0
ثم دخلت سنة أربع وسبعين,7.9.0.0.0,ثم دخلت سنة أربع وسبعين,145.0.0.0.0
(ذكر ما كان فيها من الأحداث الجليلة),7.9.1.0.0,(ذكر ما كان فيها من الأحداث الجليلة),145.1.0.0.0
ذكر الخبر عن حرب المهلب للازارقه,7.9.2.0.0,ذكر الخبر عن حرب المهلب للازارقه,145.2.0.0.0
عزل بكير بن وشاح عن خراسان وولايه اميه بن عبد الله عليها,7.9.3.0.0,عزل بكير بن وشاح عن خراسان وولايه اميه بن عبد الله عليها,145.3.0.0.0
[أخبار متفرقة],7.9.4.0.0,[أخبار متفرقة],145.4.0.0.0
ثم دخلت سنة خمس وسبعين,7.10.0.0.0,ثم دخلت سنة خمس وسبعين,146.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),7.10.1.0.0,(ذكر الخبر عما كان فيها من الأحداث),146.1.0.0.0
ولايه الحجاج على الكوفه وخطبته في أهلها,7.10.2.0.0,ولايه الحجاج على الكوفه وخطبته في أهلها,146.2.0.0.0
ذكر الخبر عن ثوره الناس بالحجاج بالبصرة,7.10.3.0.0,ذكر الخبر عن ثوره الناس بالحجاج بالبصرة,146.3.0.0.0
نفى المهلب وابن مخنف الأزارقة عن رامهرمز,7.10.4.0.0,نفى المهلب وابن مخنف الأزارقة عن رامهرمز,146.4.0.0.0
ذكر الخبر عن تحرك صالح للخروج وما كان منه في هذه السنة,7.10.5.0.0,ذكر الخبر عن تحرك صالح للخروج وما كان منه في هذه السنة,146.5.0.0.0
ثم دخلت سنة ست وسبعين,7.11.0.0.0,ثم دخلت سنة ست وسبعين,147.0.0.0.0
(ذكر الكائن من الأحداث فيها),7.11.1.0.0,(ذكر الكائن من الأحداث فيها),147.1.0.0.0
ذكر الخبر عن خروج صالح بن مسرح وعن سبب خروجه,7.11.2.0.0,ذكر الخبر عن خروج صالح بن مسرح وعن سبب خروجه,147.2.0.0.0
خبر دخول شبيب الكوفه وما كان من امره مع الحجاج,7.11.3.0.0,خبر دخول شبيب الكوفه وما كان من امره مع الحجاج,147.3.0.0.0
[نقش الدنانير والدراهم بأمر عبد الملك بن مروان],7.11.4.0.0,[نقش الدنانير والدراهم بأمر عبد الملك بن مروان],147.4.0.0.0
[أخبار متفرقة],7.11.5.0.0,[أخبار متفرقة],147.5.0.0.0
ثم دخلت سنه سبع وسبعين,7.12.0.0.0,ثم دخلت سنه سبع وسبعين,148.0.0.0.0
محاربه شبيب عتاب بن ورقاء وزهره بن حوية وقتلهما,7.12.1.0.0,محاربه شبيب عتاب بن ورقاء وزهره بن حوية وقتلهما,148.1.0.0.0
ذكر الخبر عن دخول شبيب الكوفه مره ثانيه,7.12.2.0.0,ذكر الخبر عن دخول شبيب الكوفه مره ثانيه,148.2.0.0.0
ذكر الخبر عن مهلك شبيب,7.12.3.0.0,ذكر الخبر عن مهلك شبيب,148.3.0.0.0
خروج مطرف بن المغيره على الحجاج وعبد الملك,7.12.4.0.0,خروج مطرف بن المغيره على الحجاج وعبد الملك,148.4.0.0.0
ذكر الخبر عن وقوع الخلاف بين الازارقه,7.12.5.0.0,ذكر الخبر عن وقوع الخلاف بين الازارقه,148.5.0.0.0
ذكر الخبر عن هلاك قطري واصحابه,7.12.6.0.0,ذكر الخبر عن هلاك قطري واصحابه,148.6.0.0.0
ذكر الخبر عن مقتل أمية بن عبد الله بن خالد بن أسيد,7.12.7.0.0,ذكر الخبر عن مقتل أمية بن عبد الله بن خالد بن أسيد,148.7.0.0.0
[أخبار متفرقة],7.12.8.0.0,[أخبار متفرقة],148.8.0.0.0
ثم دخلت سنة ثمان وسبعين,7.13.0.0.0,ثم دخلت سنة ثمان وسبعين,149.0.0.0.0
ذكر الخبر عن الكائن في هذه السنة من الأحداث الجليلة,7.13.1.0.0,ذكر الخبر عن الكائن في هذه السنة من الأحداث الجليلة,149.1.0.0.0
ذكر الخبر عن العمال الذين ولاهم الحجاج خراسان وسجستان وذكر السبب في توليته من ولاه ذلك وشيئا منه,7.13.2.0.0,ذكر الخبر عن العمال الذين ولاهم الحجاج خراسان وسجستان وذكر السبب في توليته من ولاه ذلك وشيئا منه,149.2.0.0.0
ثم دخلت سنة تسع وسبعين,7.14.0.0.0,ثم دخلت سنة تسع وسبعين,150.0.0.0.0
(ذكر ما كان فيها من الأحداث الجليلة),7.14.1.0.0,(ذكر ما كان فيها من الأحداث الجليلة),150.1.0.0.0
ذكر الخبر عن غزو عبيد الله بن ابى بكره رتبيل,7.14.2.0.0,ذكر الخبر عن غزو عبيد الله بن ابى بكره رتبيل,150.2.0.0.0
